0.03562,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03386,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03562,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03209,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03562,0.05000,0.05000,0.05000,0.05000,0.04851,0.02151,0.03732,0.05000,0.05000,0.05000,0.05000,0.04688,0.01004,0.01517,0.04576,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03562,0.05000,0.05000,0.05000,0.05000,0.04655,0.00109,0.00014,0.03589,0.05000,0.05000,0.05000,0.04305,0.00978,0.02080,0.02846,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03562,0.05000,0.05000,0.05000,0.05000,0.03830,0.00005,0.00000,0.00069,0.04211,0.05000,0.05000,0.05000,0.02718,0.02093,0.02273,0.05000,0.05000,0.05000,0.05000,0.04941,0.03746,0.04883,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.02643,0.00765,0.03243,0.05000,0.05000,0.03379,0.00000,0.00000,0.00000,0.00296,0.01381,0.04874,0.05000,0.02059,0.02115,0.01924,0.04513,0.05000,0.05000,0.05000,0.03148,0.01273,0.02718,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.01739,0.00000,0.01414,0.04985,0.05000,0.03537,0.00000,0.00000,0.00058,0.01428,0.01521,0.02784,0.04639,0.01187,0.02094,0.02123,0.04343,0.05000,0.05000,0.05000,0.02071,0.02180,0.02883,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03322,0.00024,0.00000,0.02577,0.05000,0.04144,0.00038,0.00000,0.00000,0.01584,0.02020,0.02579,0.04924,0.00607,0.02044,0.02139,0.02492,0.05000,0.05000,0.04791,0.01363,0.02202,0.02772,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03562,0.00031,0.00000,0.01664,0.04982,0.04098,0.00173,0.00000,0.00000,0.01906,0.02039,0.01639,0.04277,0.00689,0.02068,0.02155,0.03287,0.05000,0.05000,0.04275,0.01192,0.02206,0.02477,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03030,0.01159,0.00009,0.00532,0.04469,0.05000,0.01942,0.00000,0.00000,0.01103,0.02060,0.01343,0.00000,0.00101,0.01457,0.02165,0.02409,0.05000,0.05000,0.03616,0.01550,0.02218,0.03190,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.02040,0.04699,0.02368,0.00000,0.00927,0.03137,0.00822,0.00000,0.00000,0.00469,0.02032,0.02015,0.00201,0.00188,0.01916,0.02175,0.01803,0.05000,0.04946,0.01642,0.02153,0.02239,0.03732,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.01580,0.03573,0.04467,0.00266,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01683,0.02076,0.00781,0.00081,0.01941,0.02189,0.01251,0.02232,0.01672,0.00158,0.02038,0.01968,0.03575,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03020,0.00679,0.03239,0.00492,0.00041,0.00634,0.00024,0.00000,0.00000,0.00000,0.01249,0.01347,0.01549,0.00069,0.01969,0.02199,0.01551,0.00000,0.00000,0.01643,0.02251,0.01729,0.04125,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03359,0.02379,0.01661,0.00008,0.00760,0.02019,0.01081,0.00000,0.00000,0.00000,0.00521,0.01998,0.02123,0.00600,0.02033,0.02208,0.01557,0.00000,0.00659,0.02154,0.02274,0.02388,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.03082
0.03562,0.04899,0.01069,0.00000,0.00473,0.01966,0.01633,0.00000,0.00000,0.00000,0.00000,0.01955,0.02155,0.02139,0.02123,0.02225,0.01959,0.00466,0.01792,0.02290,0.02300,0.02700,0.05000,0.05000,0.04976,0.03877,0.04848,0.05000,0.05000,0.05000,0.05000,0.03082
0.02964,0.04902,0.03351,0.00047,0.00000,0.00906,0.02022,0.00702,0.00053,0.00000,0.00000,0.01270,0.02164,0.02187,0.02215,0.02235,0.02247,0.02229,0.02293,0.02306,0.02167,0.03121,0.05000,0.04924,0.02864,0.02428,0.02710,0.04786,0.05000,0.05000,0.05000,0.03082
0.01580,0.01690,0.02940,0.00028,0.00000,0.00211,0.00882,0.02067,0.01738,0.00909,0.00403,0.01604,0.02184,0.02196,0.02213,0.02238,0.02252,0.02280,0.02300,0.02322,0.01572,0.01032,0.03522,0.03018,0.02364,0.02461,0.02270,0.04278,0.05000,0.05000,0.05000,0.03082
0.01580,0.00000,0.00000,0.00000,0.00000,0.00000,0.01057,0.02110,0.02118,0.02132,0.01979,0.02186,0.02197,0.02201,0.02219,0.02244,0.02262,0.02290,0.02311,0.02333,0.00715,0.00000,0.00240,0.02346,0.02451,0.02460,0.02377,0.04909,0.05000,0.05000,0.05000,0.03082
